,Région,Service AIOT,Sous-service AIOT,Equipe AIOT,Thématique AIOT,Code_AIOT,Siret,Raison sociale ,Nom_usuel,Adresse 1,Adresse 2,Adresse 3,Code postal,Commune,Courriel d'échange avec l'administration,Coordonnées X,Coordonnées Y,Référentiel géographique,AIOT publiable,Statut Seveso,Statut IED,Régime autorisé,Régime en vigueur,Site prioritaire PPC,Site à enjeux PPC,Autres marqueurs de priorité,Carrière,POI,PAC,PPI,PPRT,SUP seveso,Biocides,Fluides frigo,Nanos,Reach,Garanties financières,Acte valide GF,Rubrique IED principale,Alinéa rubrique IED principale,BREF principal,Marqueurs régionaux,longitude,latitude,nb_points,groupe_id,geometry
10,PROVENCE-ALPES-COTE D'AZUR,DDPP 13,SPAE 13,SPAE,ICPE,6401134,87961462600015,ABATTOIR DE TARASCON,ABATTOIR DE TARASCON,Abattoir de Tarascon,Chemin de la Grasille,,13150,Tarascon,pierrehenrycallet@orange.fr,833189,6301261,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,,4.654833396941601,43.797803732113294,1.0,21.0,POINT (4.654833396941601 43.797803732113294)
11,PROVENCE-ALPES-COTE D'AZUR,DDETSPP 04,SPAAE 04,SPAAE,ICPE,6401149,32009040000013,ABATTOIR MUNICIPAL SISTERON,ABATTOIR MUNICIPAL SISTERON,8 Allée des Romarins,Parc d'Activité Val de Durance,,04200,Sisteron,adresse non renseignée,932867,6351967,Lambert 93,Oui,Non Seveso,Oui,A,A,Oui,Oui,,Non concernée,,,,,,,,,,,-,3641 - Exploitation d’abattoirs,,SA - ,est_un_P,5.9156773744152735,44.22801872909858,1.0,1044.0,POINT (5.9156773744152735 44.22801872909858)
12,PROVENCE-ALPES-COTE D'AZUR,DDPP 13,SPAE 13,SPAE,ICPE,6401133,34119736600030,ABC INDUSTRIE,ABC INDUSTRIE,165 Route du Plan,,,13860,Peyrolles-en-Provence,emilie.rollin@loste.com,908142,6286259,Lambert 93,Oui,Non Seveso,Ex IED - MTD,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,AS EAU mensuelle,5.579470643209624,43.64477471035317,1.0,854.0,POINT (5.579470643209624 43.64477471035317)
13,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Equipe Marseille,ICPE,6400613,-,ABM,ABM (ex OR ET CHROME),"51, rue le Châtelier",,,13015,Marseille,adresse non renseignée,891704,6252692,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",5.363437316475725,43.34754915183952,1.0,698.0,POINT (5.363437316475725 43.34754915183952)
14,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Chronique Risque,ICPE,6408674,33361192900014,ACCESSITE,CENTRE COMMERCIAL VALENTINE,Route de la Sablière,,,13011,Marseille,adresse non renseignée,901062,6246786,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",5.4764513560791075,43.29186537329083,1.0,803.0,POINT (5.4764513560791075 43.29186537329083)
15,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6410660,39281584100078,ACCUMULATEURS DU SUD-EST,ACCUMULATEURS DU SUD-EST,1405 route de la Grave,Z.I.,,06510,Carros,nicolas.guestin@developpement-durable.gouv.fr,1038739,6306611,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,7.208903216824523,43.77724803020636,1.0,1548.0,POINT (7.208903216824523 43.77724803020636)
16,PROVENCE-ALPES-COTE D'AZUR,DDETSPP 04,SPAAE 04,SPAAE,ICPE,6409885,82426583900012,ACTIMEAT &CO,ACTIMEAT & CO ZI St Maurice,Z.I SAINT MAURICE,,,04100,Manosque,adresse non renseignée,926245,6303495,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,,5.811238309534352,43.79422085812702,1.0,959.0,POINT (5.811238309534352 43.79422085812702)
17,PROVENCE-ALPES-COTE D'AZUR,DDETSPP 04,SPAAE 04,SPAAE,ICPE,6413657,82426583900020,ACTIMEAT &CO Les Grandes Terres,ACTIMEAT &CO Les Grandes Terres,LES GRANDES TERRES,,,04100,Manosque,adresse non renseignée,926383,6304893,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",5.813570295840361,43.80674902008188,1.0,963.0,POINT (5.813570295840361 43.80674902008188)
18,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6406976,40353015700011,AD AUTOMOBILE,AD AUTOMOBILE (ex n4),ZI des Terriers,,,06160,Antibes,adresse non renseignée,1031946,6284679,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,7.1104803024442536,43.58339341331501,1.0,1496.0,POINT (7.1104803024442536 43.58339341331501)
19,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité risques chroniques,ICPE,6401982,38420242000012,ADVANTOP,ADVANTOP,Route d'Aix en provence,ZAC Terre du Fort. 94 rue A. Bajac,,84120,Pertuis,adresse non renseignée,901564,6289312,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.499202937737334,43.674134523666204,1.0,823.0,POINT (5.499202937737334 43.674134523666204)
20,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Chronique Risque,ICPE,6413339,79004395400029,Aéroport Marseille-Provence,AMP (Nouvelle Centrale),Aéroport Marseille-Provence,B.P. N° 7,,13727,Marignane,adresse non renseignée,880391,6262616,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",5.227490800544586,43.43974899864676,1.0,586.0,POINT (5.227490800544586 43.43974899864676)
21,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Déchet Matériau,ICPE,6409541,-,Agglopole Provence,DECHETERIE DE MALLEMORT,Lieudit Les Fumades,,,13370,Mallemort,adresse non renseignée,878618,6293197,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"a_PPC_2017,Indic.Région5",5.216204740102622,43.715241131394855,1.0,572.0,POINT (5.216204740102622 43.715241131394855)
22,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Déchet Matériau,ICPE,6406539,-,Agglopole Provence,CENTRE DE TRANSFERT DE SALON LES MILANIS,Quartier des Milani,,,13300,Salon-de-Provence,adresse non renseignée,869192,6281367,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",5.0954138924393675,43.61114946902998,1.0,463.0,POINT (5.0954138924393675 43.61114946902998)
23,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Déchet Matériau,ICPE,6409533,-,Agglopole Provence,DECHETERIE DE LAMANON,Lieudit  Petit Mas Augier,,,13113,Lamanon,adresse non renseignée,868609,6291478,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",5.091512975895129,43.70223517885565,1.0,459.0,POINT (5.091512975895129 43.70223517885565)
24,PROVENCE-ALPES-COTE D'AZUR,DDPP 84,SSPAE 84,SSPAE,ICPE,6404038,38774449300025,AGIS (SA),AGIS (SA),"175, rue du Mourelet",ZI de courtine,,84000,Avignon,agis@agis-sa.fr,842739,6316301,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,est_un_P,4.777656807723268,43.93125173398272,1.0,77.0,POINT (4.777656807723268 43.93125173398272)
25,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 04-05,Pôle Territorial 04,ICPE,6409559,38383171600014,AGREGATS 04,"AGREGATS04 ASM (ex GARCIA, ex BETON 04)",lieu dit Les Iscles & Rabelines,,,04180,Villeneuve,adresse non renseignée,930976,6312635,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.874104648352506,43.874886249096306,1.0,1004.0,POINT (5.874104648352506 43.874886249096306)
26,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 04-05,Pôle Territorial 05,ICPE,6409890,38705022200034,AGREGATS BRIANCONNAIS (exBRIANCON BETON),AGREGATS BRIANCONNAIS (exBRIANCON BETON),zone artisanale le planet,,,05310,La Roche-de-Rame,adresse non renseignée,983427,6410268,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,6.581027693564153,44.73368959284821,1.0,1320.0,POINT (6.581027693564153 44.73368959284821)
27,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,SPR,Unité ICPE,ICPE,6402309,-,AGROFINO,,Chemin des Ségonnaux,Zone Portuaire,,13104,Arles,adresse non renseignée,831144,6290568,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",4.626695552847127,43.70198549715921,1.0,12.0,POINT (4.626695552847127 43.70198549715921)
28,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Chronique Risque,ICPE,6400026,55209628101256,AIR LIQUIDE,AIR LIQUIDE Vitrolles,6 rue de BERLIN ZI de l'Anjoly,BP 264,,13127,Vitrolles,fatna.addar@airliquide.com,882705,6261052,Lambert 93,Oui,Seveso seuil bas,Non,A,A,Non,Oui,,Non concernée,,2014-10-22 00:00:00,,,,,,,,,-,,,,"Indic.Région5,est_un_P,a_PPC_2017",5.255497424276958,43.425093163203776,1.0,620.0,POINT (5.255497424276958 43.425093163203776)
29,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Chronique Risque,ICPE,6400027,31411950400509,AIR LIQUIDE France Industrie,AIR LIQUIDE France Industrie,Av. Célestin Coq,Z.I. Rousset-Peynier,,13102,Rousset,camille.janer@airliquide.com,910691,6267055,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"a_PPC_2017,Indic.Région5",5.603194029168094,43.471329691316214,1.0,874.0,POINT (5.603194029168094 43.471329691316214)
30,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Seveso,ICPE,6402363,31411950400145,Air Liquide France Industrie,ALFI  Air comprimé (C17/C18),ARCELORMITTAL AIR Comprimé,,,13270,Fos-sur-Mer,adresse non renseignée,853320,6262159,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"reservé SPR,Indic.Région5,a_PPC_2017",4.8932188099784435,43.44199307186488,1.0,228.0,POINT (4.8932188099784435 43.44199307186488)
31,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Seveso,ICPE,6404923,31411950400145,Air Liquide France Industrie,ALFI Oxytonne 5,site d'ArcelorMittal,,,13270,Fos-sur-Mer,adresse non renseignée,853027,6261686,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"reservé SPR,Indic.Région5,a_PPC_2017",4.88946245087397,43.43780202731548,1.0,221.0,POINT (4.88946245087397 43.43780202731548)
32,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Seveso,ICPE,6401076,31411950400145,Air Liquide France Industrie,ALFI Tonkin,ZI quartier le tonkin,ZI  Quartier le Tonkin Usine de Fos,,13270,Fos-sur-Mer,sebastien.conte@airliquide.com,850013,6263835,Lambert 93,Oui,Seveso seuil haut,Non,A,A,Oui,Non,,Non concernée,2019-07-17 00:00:00,,,2012-12-03 00:00:00,,,,,,,-,,,,"reservé SPR,est_un_P,a_PPC_2017",4.852884156343891,43.457772938832015,1.0,158.0,POINT (4.852884156343891 43.457772938832015)
33,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Seveso,ICPE,6401033,31411950400145,Air Liquide France Industrie,ALFI Audience,Site d'ArcelorMittal,Usine Fos Audience,,13270,Fos-sur-Mer,adresse non renseignée,853636,6264073,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,reservé SPR,a_PPC_2017",4.897687216065255,43.459139525568794,1.0,237.0,POINT (4.897687216065255 43.459139525568794)
34,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Seveso,ICPE,6404835,44032544700033,AIR LIQUIDE FRANCE INDUSTRIE (ALFI),AIR LIQUIDE HYDROGENE SMR,Lavera,,,13117,Martigues,gilles.huart@airliquide.com,862661,6256149,Lambert 93,Oui,Non Seveso,Oui,A,A,Non,Oui,"Sous quota CO2,TGAP Air",Non concernée,2020-02-01 00:00:00,,,,,,,,,,-,3420 - Fabrication de produits chimiques inorganiques,a,LVIC-AAF - ,"est_un_P,a_PPC_2017,Indic.Région5",5.00662912167118,43.38586594441834,1.0,366.0,POINT (5.00662912167118 43.38586594441834)
35,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Chronique Risque,ICPE,6400589,35238371500021,AIRBUS HELICOPTERS,AIRBUS HELICOPTERS (ex-EUROCOPTER),Aéroport InternationalMarseille-Provence,BP 13,,13700,Marignane,mathieu.trintignac@airbus.com,880867,6261763,Lambert 93,Oui,Seveso seuil bas,Oui,A,A,Oui,Oui,,Non concernée,,,,,,,,,,Pollution des sols et des eaux > 100 k€,Non,3260 - Traitement de surface,,STM - ,"Indic.Région5,PPA,a_PPC_2017,reservé SPR,AS EAU mensuelle,est_un_P",5.233067585218733,43.43195703287245,1.0,594.0,POINT (5.233067585218733 43.43195703287245)
36,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Equipe Aix en Provence,ICPE,6401057,34745935600031,AIXOISE DE MATERIAUX ROUTIERS,AIXOISE DE MATERIAUX ROUTIERS,Carrière de Vautubière,RD 19,,13580,La Fare-les-Oliviers,adresse non renseignée,879725,6276675,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.224159915084634,43.566356785127596,1.0,580.0,POINT (5.224159915084634 43.566356785127596)
37,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Chronique Risque,ICPE,6401457,-,AIXOR,ND LOGISTICS,11 Voie d'Espagne,ZI L'Anjoly,,13127,Vitrolles,adresse non renseignée,883394,6260267,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.263720749631612,43.41785645359832,1.0,628.0,POINT (5.263720749631612 43.41785645359832)
38,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité risques accidentels,ICPE,6400506,49331838000026,ALDI Marché,Entrepôt ALDI Marché,Allée des Cabedans,BP 2,,84300,Cavaillon,alexandre.longo@aldi.fr,865969,6305630,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.063366262272347,43.830164665756435,1.0,437.0,POINT (5.063366262272347 43.830164665756435)
39,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Seveso,ICPE,6401644,31411950400244,ALFI (Air Liquide Farance Industrie),ALFI CONDITIONNEMENT H2 LAVERA,Centre de conditionnement H2,,,13117,Martigues,adresse non renseignée,863193,6255952,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,2010-01-20 00:00:00,,,,,,,,,,-,,,,"a_PPC_2017,reservé SPR,Indic.Région5",5.013127230457835,43.38397245037322,1.0,380.0,POINT (5.013127230457835 43.38397245037322)
40,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Seveso,ICPE,6401066,05881138100035,Alkion Terminal Marseille,Alkion Terminal Marseille,Route du Port Pétrolier,Lavera,,13117,Martigues,evautrin@alkion.com,862337,6257733,Lambert 93,Oui,Seveso seuil haut,Non,S,A,Oui,Non,TGAP Air,Non concernée,2018-09-16 00:00:00,,,2013-08-01 00:00:00,,,,,,"Seveso SH,Pollution des sols et des eaux > 100 k€,Pollution des sols et des eaux > 100 k€",Oui,,,,"a_PPC_2017,est_un_P,Indic.Région5,reservé SPR",5.003129490946533,43.400185490270125,1.0,359.0,POINT (5.003129490946533 43.400185490270125)
41,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 04-05,Pôle Territorial 04,ICPE,6407903,-,Alliance Environnement Exploitation ex SAUR FRANCE,SAUR Durance Compostage,LA FITO,,,04100,Manosque,f.triaire@alliance-env.fr,925710,6301951,Lambert 93,Oui,Non Seveso,Oui,A,A,Non,Oui,,Non concernée,,,,,,,,,,,-,3532 - Valorisation de déchets non dangereux,,WT - 2018-08-17,Indic.Région5,5.803915218991462,43.78050670592705,1.0,952.0,POINT (5.803915218991462 43.78050670592705)
42,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle ERASO,ICPE,6400364,-,ALLIOS,ALLIOS (ex SOFRAMAP),Le Logis de Bonneau,RN7-2648m,,06270,Villeneuve-Loubet,julien.elalmawie@allios.fr,1033252,6289571,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,2017-10-01 00:00:00,,,,,,,,,,-,,,,"AS EAU mensuelle,Indic.Région5,a_PPC_2017",7.129788436850465,43.62673723841,1.0,1502.0,POINT (7.129788436850465 43.62673723841)
43,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Déchet Matériau,ICPE,6400558,-,ALLO EPAVES SERVICES,ALLO EPAVES SERVICES,RN 543 Le petit péage,,,13240,Septèmes-les-Vallons,direction@allo-epaves-service.fr,891765,6260136,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,,5.366939055567666,43.41447052742557,1.0,708.0,POINT (5.366939055567666 43.41447052742557)
44,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 04-05,Pôle Territorial 05,ICPE,6409573,32637926000028,ALP SAS,ALP SAS,Parc Scientifique du Lac,,,05230,Chorges,adresse non renseignée,961058,6388053,Lambert 93,Oui,Non Seveso,Non,DC,E,Non,Non,,,,,,,,,,,,,-,,,,"a_PPC_2017,Indic.Région5",6.287065191773301,44.54263950375173,1.0,1222.0,POINT (6.287065191773301 44.54263950375173)
45,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 04-05,Pôle Territorial 04,ICPE,6400846,-,Alpes ASSAINISSEMENT,Alpes Assainissement (ex Sud Est Assainn,ZI Saint-Maurice,Quartier La Fito,,04100,Manosque,adresse non renseignée,926164,6303081,Lambert 93,Oui,Non Seveso,Non,E,A,Non,Non,,Non concernée,,,,,,,,,,"Pollution des sols et des eaux ≤ 100 k€,Pollution des sols et des eaux > 100 k€",Oui,,,,"Indic.Région5,a_PPC_2017",5.81004969200139,43.79052366169551,1.0,957.0,POINT (5.81004969200139 43.79052366169551)
46,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 04-05,Pôle Territorial 05,ICPE,6406623,35170145300059,ALPES ASSAINISSEMENT,ISDND ET CENTRE DE TRI DU BEYNON,le Beynon,,,05300,Ventavon,floriane.imbard@veolia.com,932059,6365344,Lambert 93,Oui,Non Seveso,Oui,A,A,Oui,Non,,Non concernée,,,,,,,,,,"Stockage des déchets (hors inertes),Pollution des sols et des eaux > 100 k€",Oui,3540 - Installation de stockage de déchets,1,WT - 2018-08-17,"a_PPC_2017,est_un_P",5.911743170834463,44.34861524787272,1.0,1036.0,POINT (5.911743170834463 44.34861524787272)
47,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 04-05,Pôle Territorial 04,ICPE,6401655,-,ALPES DU SUD MATERIAUX,CARRIERE EIFFAGE Eichalets Clos Roussin,Ravin des Eichalets,Chaudeirolles et Clos Roussin,,04170,Thorame-Haute,adresse non renseignée,985588,6338142,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Carrière à ciel ouvert hors d'eau,,,,,,,,,,"Carrière,Carrière,Carrière,Carrière",Oui,,,,Indic.Région5,6.567154304195369,44.08421413875483,1.0,1309.0,POINT (6.567154304195369 44.08421413875483)
48,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 04-05,Pôle Territorial 05,ICPE,6412296,44180511600023,Alpes Méditerranée Charpente AMC,Alpes Méditerranée Charpente AMC,Les Hodouls,,,05600,Saint-Crépin,annabel.faure-brac@amc05.fr,885,6000885,Lambert 93,Oui,Non Seveso,Non,D,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.265116071114811,40.78196851594583,1.0,1.0,POINT (5.265116071114811 40.78196851594583)
49,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Equipe Aix en Provence,ICPE,6400067,33135526300830,ALTADIS DISTRIBUTION FRANCE,LOGISTA (ex ALTADIS),av. de l'Europe 78,ZI L'Anjoly,,13127,Vitrolles,adresse non renseignée,882813,6260819,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.256747776173023,43.422970074990225,1.0,625.0,POINT (5.256747776173023 43.422970074990225)
